timestamp,people_count,room
2025-11-25 12:03:44,20,lobby
2025-11-25 12:04:31,25,lobby
2025-11-25 12:05:47,27,lobby
2025-11-25 12:06:22,23,lobby
2025-11-25 12:07:38,21,lobby
2025-11-25 12:08:44,28,lobby
2025-11-25 12:09:53,24,lobby
2025-11-25 12:10:41,26,lobby
2025-11-25 12:11:12,25,lobby
2025-11-25 12:12:40,22,lobby
2025-11-25 12:13:29,27,lobby
2025-11-25 12:14:57,29,lobby
2025-11-25 12:15:32,23,lobby
2025-11-25 12:16:49,26,lobby
2025-11-25 12:17:41,24,lobby
2025-11-25 12:18:58,28,lobby
2025-11-25 12:19:44,25,lobby

2025-11-25 13:00:13,18,lobby
2025-11-25 13:01:47,20,lobby
2025-11-25 13:02:59,22,lobby
2025-11-25 13:03:14,17,lobby
2025-11-25 13:04:33,19,lobby
2025-11-25 13:05:55,21,lobby
2025-11-25 13:06:41,16,lobby
2025-11-25 13:07:22,18,lobby
2025-11-25 13:08:37,20,lobby
2025-11-25 13:09:42,19,lobby
2025-11-25 13:10:22,23,lobby
2025-11-25 13:11:37,21,lobby
2025-11-25 13:12:59,17,lobby
2025-11-25 13:13:48,22,lobby
2025-11-25 13:14:55,20,lobby
2025-11-25 13:15:41,18,lobby
2025-11-25 13:16:12,21,lobby
2025-11-25 13:17:48,17,lobby
2025-11-25 13:18:33,23,lobby
2025-11-25 13:19:44,19,lobby

2025-11-25 14:00:01,14,lobby
2025-11-25 14:01:22,16,lobby
2025-11-25 14:02:35,18,lobby
2025-11-25 14:03:47,13,lobby
2025-11-25 14:04:59,15,lobby
2025-11-25 14:05:45,17,lobby
2025-11-25 14:06:33,12,lobby
2025-11-25 14:07:25,14,lobby
2025-11-25 14:08:58,16,lobby
2025-11-25 14:09:44,15,lobby
2025-11-25 14:10:12,19,lobby
2025-11-25 14:11:55,17,lobby
2025-11-25 14:12:41,13,lobby
2025-11-25 14:13:27,18,lobby
2025-11-25 14:14:52,16,lobby
2025-11-25 14:15:30,14,lobby
2025-11-25 14:16:14,17,lobby
2025-11-25 14:17:58,13,lobby
2025-11-25 14:18:31,19,lobby
2025-11-25 14:19:45,15,lobby

2025-11-25 15:00:14,10,lobby
2025-11-25 15:01:44,12,lobby
2025-11-25 15:02:51,14,lobby
2025-11-25 15:03:48,9,lobby
2025-11-25 15:04:12,11,lobby
2025-11-25 15:05:21,13,lobby
2025-11-25 15:06:44,8,lobby
2025-11-25 15:07:35,10,lobby
2025-11-25 15:08:52,12,lobby
2025-11-25 15:09:47,11,lobby
2025-11-25 15:10:57,15,lobby
2025-11-25 15:11:44,13,lobby
2025-11-25 15:12:26,9,lobby
2025-11-25 15:13:12,14,lobby
2025-11-25 15:14:41,12,lobby
2025-11-25 15:15:25,10,lobby
2025-11-25 15:16:40,13,lobby
2025-11-25 15:17:59,9,lobby
2025-11-25 15:18:47,15,lobby
2025-11-25 15:19:22,11,lobby

2025-11-25 09:00:11,6,S_Space
2025-11-25 09:01:32,7,S_Space
2025-11-25 09:02:14,9,S_Space
2025-11-25 09:02:57,5,S_Space
2025-11-25 09:03:45,8,S_Space
2025-11-25 09:04:33,10,S_Space
2025-11-25 09:05:12,6,S_Space
2025-11-25 09:05:59,9,S_Space
2025-11-25 09:06:44,11,S_S_Space
2025-11-25 09:07:20,8,S_Space
2025-11-25 09:08:12,7,S_Space
2025-11-25 09:09:54,10,S_Space
2025-11-25 09:10:38,9,S_Space
2025-11-25 09:11:56,6,S_Space
2025-11-25 09:12:41,8,S_Space
2025-11-25 09:13:27,7,S_Space
2025-11-25 09:14:59,10,S_Space
2025-11-25 09:15:33,9,S_Space
2025-11-25 09:16:45,7,S_Space
2025-11-25 09:17:58,11,S_Space

2025-11-25 10:00:21,9,S_Space
2025-11-25 10:01:44,11,S_Space
2025-11-25 10:02:58,13,S_Space
2025-11-25 10:03:39,8,S_Space
2025-11-25 10:04:55,12,S_Space
2025-11-25 10:05:28,14,S_Space
2025-11-25 10:06:12,10,S_Space
2025-11-25 10:07:47,12,S_Space
2025-11-25 10:08:29,15,S_Space
2025-11-25 10:09:57,13,S_Space
2025-11-25 10:10:48,14,S_Space
2025-11-25 10:11:30,12,S_Space
2025-11-25 10:12:41,10,S_Space
2025-11-25 10:13:55,15,S_Space
2025-11-25 10:14:22,13,S_Space
2025-11-25 10:15:47,12,S_Space
2025-11-25 10:16:59,11,S_Space
2025-11-25 10:17:41,9,S_Space
2025-11-25 10:18:33,14,S_Space
2025-11-25 10:19:48,12,S_Space

2025-11-25 11:00:31,14,S_Space
2025-11-25 11:01:47,17,S_Space
2025-11-25 11:02:59,18,S_Space
2025-11-25 11:03:41,11,S_Space
2025-11-25 11:04:57,16,S_Space
2025-11-25 11:05:28,19,S_Space
2025-11-25 11:06:18,13,S_Space
2025-11-25 11:07:48,16,S_Space
2025-11-25 11:08:22,20,S_Space
2025-11-25 11:09:41,17,S_Space
2025-11-25 11:10:30,18,S_Space
2025-11-25 11:11:55,15,S_Space
2025-11-25 11:12:38,14,S_Space
2025-11-25 11:13:23,19,S_Space
2025-11-25 11:14:44,17,S_Space
2025-11-25 11:15:58,16,S_Space
2025-11-25 11:16:25,14,S_Space
2025-11-25 11:17:40,13,S_Space
2025-11-25 11:18:22,18,S_Space
2025-11-25 11:19:59,15,S_Space

2025-11-25 12:00:14,18,S_Space
2025-11-25 12:01:44,20,S_Space
2025-11-25 12:02:51,22,S_Space
2025-11-25 12:03:35,16,S_Space
2025-11-25 12:04:22,21,S_Space
2025-11-25 12:05:48,23,S_Space
2025-11-25 12:06:14,19,S_Space
2025-11-25 12:07:51,17,S_Space
2025-11-25 12:08:35,24,S_Space
2025-11-25 12:09:27,21,S_Space
2025-11-25 12:10:48,23,S_Space
2025-11-25 12:11:41,22,S_Space
2025-11-25 12:12:15,20,S_Space
2025-11-25 12:13:58,24,S_Space
2025-11-25 12:14:44,26,S_Space
2025-11-25 12:15:30,19,S_Space
2025-11-25 12:16:51,22,S_Space
2025-11-25 12:17:42,21,S_Space
2025-11-25 12:18:55,25,S_Space
2025-11-25 12:19:41,22,S_Space

2025-11-25 13:00:28,15,S_Space
2025-11-25 13:01:41,17,S_Space
2025-11-25 13:02:52,18,S_Space
2025-11-25 13:03:33,13,S_Space
2025-11-25 13:04:40,16,S_Space
2025-11-25 13:05:57,18,S_Space
2025-11-25 13:06:44,12,S_Space
2025-11-25 13:07:33,14,S_Space
2025-11-25 13:08:49,17,S_Space
2025-11-25 13:09:58,16,S_Space
2025-11-25 13:10:33,19,S_Space
2025-11-25 13:11:50,18,S_Space
2025-11-25 13:12:42,16,S_Space
2025-11-25 13:13:27,19,S_Space
2025-11-25 13:14:55,17,S_Space
2025-11-25 13:15:33,15,S_Space
2025-11-25 13:16:12,18,S_Space
2025-11-25 13:17:40,16,S_Space
2025-11-25 13:18:59,14,S_Space
2025-11-25 13:19:48,17,S_Space

2025-11-25 14:00:11,10,S_Space
2025-11-25 14:01:22,12,S_Space
2025-11-25 14:02:55,14,S_Space
2025-11-25 14:03:43,9,S_Space
2025-11-25 14:04:59,11,S_Space
2025-11-25 14:05:17,13,S_Space
2025-11-25 14:06:38,8,S_Space
2025-11-25 14:07:29,10,S_Space
2025-11-25 14:08:55,12,S_Space
2025-11-25 14:09:44,11,S_Space
2025-11-25 14:10:20,15,S_Space
2025-11-25 14:11:47,13,S_Space
2025-11-25 14:12:39,9,S_Space
2025-11-25 14:13:58,14,S_Space
2025-11-25 14:14:44,12,S_Space
2025-11-25 14:15:33,10,S_Space
2025-11-25 14:16:41,13,S_Space
2025-11-25 14:17:52,9,S_Space
2025-11-25 14:18:25,15,S_Space
2025-11-25 14:19:40,12,S_Space

2025-11-25 15:00:07,7,S_Space
2025-11-25 15:01:41,9,S_Space
2025-11-25 15:02:53,11,S_Space
2025-11-25 15:03:32,6,S_Space
2025-11-25 15:04:55,8,S_Space
2025-11-25 15:05:22,10,S_Space
2025-11-25 15:06:47,5,S_Space
2025-11-25 15:07:32,8,S_Space
2025-11-25 15:08:51,10,S_Space
2025-11-25 15:09:48,9,S_Space
2025-11-25 15:10:37,12,S_Space
2025-11-25 15:11:50,11,S_Space
2025-11-25 15:12:41,7,S_Space
2025-11-25 15:13:23,11,S_Space
2025-11-25 15:14:55,9,S_Space
2025-11-25 15:15:42,7,S_Space
2025-11-25 15:16:18,10,S_Space
2025-11-25 15:17:35,8,S_Space
2025-11-25 15:18:44,11,S_Space
2025-11-25 15:19:58,9,S_Space
